Name,Date Added,Year,Last Played,Artist,Genre,Plays
Heard 'Em Say (feat. Adam Levine),"12/24/17, 1:03 AM",2005,"7/25/19, 9:50 PM",Kanye West,Hip-Hop/Rap,2
The Heart from Your Hate,"7/24/20, 8:11 PM",2017,,Trivium,Metal,
Heart Of A Lion (Kid Cudi Theme Music),"10/15/15, 5:43 PM",2009,,Kid Cudi,Rap,
Heart of a Lion (Kid Cudi Theme Music),"10/25/16, 3:56 PM",2009,"1/23/17, 5:27 PM",Kid Cudi,Hip-Hop/Rap,1
Heart of Glass (Remastered),"7/19/17, 8:49 PM",1978,"7/27/17, 1:36 PM",Blondie,Pop,1
The Heart Part 4,"5/29/17, 1:50 PM",2017,"6/19/17, 3:07 PM",Kendrick Lamar,Hip-Hop/Rap,1
Heart-Shaped Box (2013 Mix),"4/17/17, 10:50 PM",1993,"3/2/20, 12:24 PM",Nirvana,Alternative,24
Heartbreaker,"2/24/19, 3:32 PM",1969,,Led Zeppelin,Rock,
Heartless,"10/21/15, 9:31 PM",2008,"7/10/16, 10:10 PM",Kanye West,Rap,2
Heartless,"6/30/17, 11:25 PM",2008,"3/10/18, 1:42 PM",Kanye West,Hip-Hop/Rap,1
Heat of the Moment,"10/4/19, 6:59 PM",1982,"8/7/20, 11:11 AM",Asia,Rock,17
Heaven,"11/5/19, 11:52 PM",1984,,Bryan Adams,Rock,
Heaven,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Heaven,"5/25/18, 8:48 PM",2004,"8/2/20, 4:46 PM",Los Lonely Boys,Rock,163
Heaven Falls / Fall on Me,"2/17/19, 3:00 PM",2018,,Surfaces,R&B/Soul,
Heaven's Arms,"10/16/15, 6:29 PM",2012,"2/28/17, 10:34 PM",The Game,Rap,7
Heaven's Arms,"5/31/17, 7:24 PM",2012,"1/14/18, 4:29 PM",The Game,Hip-Hop/Rap,6
Hell of a Life,"10/14/15, 9:32 PM",2010,,Kanye West,Hip Hop/Rap,
Hell of a Night,"7/7/15, 10:47 PM",,,ScHoolboy Q,,
Hell of a Night,"7/7/15, 9:47 PM",,,ScHoolboy Q,,
Hello,"10/21/15, 9:45 PM",2014,"10/29/15, 9:58 AM",J. Cole,Rap,1
Hello,"11/1/16, 7:37 PM",2014,,J. Cole,Hip-Hop/Rap,1
Helpless,"5/26/17, 10:20 PM",2017,"1/8/20, 8:17 PM",Gucci Mane,Hip-Hop/Rap,26
Helter Skelter (feat. Marilyn Manson),"3/25/19, 8:30 PM",2018,,Rob Zombie,Metal,
Here I Go Again '87,"3/18/19, 8:57 PM",1987,"2/17/20, 2:45 PM",Whitesnake,Rock,19
Here We Go,"5/28/18, 1:50 AM",2017,"7/23/18, 8:54 PM","Damian ""Jr. Gong"" Marley",Reggae,1
Hey Mama,"10/15/15, 5:59 PM",2005,"10/24/16, 10:08 AM",Kanye West,Rap,5
Hey Mama,"10/25/16, 3:54 PM",2005,"1/8/18, 3:17 PM",Kanye West,Hip-Hop/Rap,10
Hey Tonight,"2/7/17, 2:57 AM",1970,"2/9/17, 1:03 PM",Creedence Clearwater Revival,Rock,1
Hey Ya! (Radio Mix / Club Mix),"3/9/17, 4:45 PM",2003,"3/13/20, 1:10 PM",Outkast,Hip-Hop/Rap,39
"Hey, Hey, What Can I Do","9/28/18, 9:49 PM",2015,"2/25/20, 7:51 PM",Led Zeppelin,Rock,27
High Demand,"3/10/17, 4:18 PM",2017,"2/10/18, 1:44 PM",Future,Hip-Hop/Rap,6
Higher,"3/5/15, 12:25 PM",2005,"8/3/17, 3:36 PM",Game,,2
Higher,"3/5/15, 1:25 PM",2005,,The Game,Hip-Hop/Rap,
Higher Ground,"4/16/20, 11:21 PM",1973,,Stevie Wonder,Motown,
Higher Love (Remastered),"5/22/18, 3:19 PM",2000,"4/3/20, 6:10 PM",Steve Winwood,Alternative,17
Highway Star (1997 Remix),"8/16/17, 2:47 PM",1980,"6/12/19, 2:11 PM",Deep Purple,Hard Rock,7
Highway Tune,"9/28/18, 10:55 PM",2017,"10/26/19, 3:50 PM",Greta Van Fleet,Rock,2
HiiiPower,"8/12/19, 11:16 AM",2011,"1/31/19, 10:52 PM",Kendrick Lamar,Hip-Hop/Rap,
The Hills,"7/5/15, 8:48 PM",2015,"6/28/19, 12:01 PM",The Weeknd,R&B/Soul,45
The Hills (feat. Eminem) [Remix],"10/14/15, 9:13 PM",2015,"11/3/16, 10:10 PM",The Weeknd,R&B/Soul,5
Hip Hop Is Dead (feat. will.i.am),"12/2/16, 12:58 AM",2006,"11/8/19, 7:50 PM",Nas,Hip-Hop/Rap,25
Hit em Up,"7/6/15, 9:30 PM",,"7/30/16, 10:56 PM",Tupac,,3
Hit This Hard,"6/30/18, 11:55 AM",2016,,Post Malone,Hip-Hop/Rap,
Ho Hey,"2/6/19, 3:58 AM",2012,,The Lumineers,Alternative,
Hol' Up,"7/6/15, 10:13 PM",2011,"8/13/20, 5:51 PM",Kendrick Lamar,Hip-Hop/Rap,162
Hold Me Tight,"5/16/20, 1:02 PM",1980,,Scorpions,Hard Rock,
Hold the Line,"7/21/17, 8:06 PM",1978,"4/3/20, 6:27 PM",Toto,Rock,34
Hold the Line,"3/26/20, 4:56 PM",1978,,Toto,Rock,
Holding out for a Hero,"5/24/19, 8:35 PM",1984,"8/7/20, 11:04 AM",Bonnie Tyler,Soundtrack,9
Holiday,"2/24/17, 3:19 PM",2004,"12/8/19, 3:43 PM",Green Day,Alternative,33
Holiday In Cambodia,"2/24/17, 3:18 PM",1980,"6/24/17, 12:08 PM",Dead Kennedys,Punk,6
"Holland, 1945","2/26/20, 2:04 PM",1998,,Neutral Milk Hotel,Alternative,
Holy Diver,"5/27/19, 12:57 PM",2000,,Dio,Metal,
Holy For Tonight,"2/24/20, 10:58 AM",2020,,Ozzy Osbourne,Metal,
Holy Ghost,"10/15/15, 6:33 PM",2014,"11/16/15, 2:50 AM",Jeezy,Rap,3
Holy Ghost (feat. Joe Fox),"9/20/16, 12:18 AM",2015,"8/28/18, 1:24 PM",A$AP Rocky,Hip-Hop/Rap,14
Holy Wars...The Punishment Due,"7/17/19, 11:02 AM",1990,"3/15/20, 5:34 PM",Megadeth,Metal,3
Home Sweet Home,"4/27/19, 8:03 PM",1985,,Mötley Crüe,Hard Rock,
Home Sweet Home,"5/27/20, 6:02 PM",1985,"5/30/20, 11:06 AM",Mötley Crüe,Hard Rock,1
Homecoming (feat. Chris Martin),"10/15/15, 11:52 AM",2007,"2/28/17, 3:03 AM",Kanye West & Chris Martin,Hip-Hop/Rap,18
Honeyweed,"7/28/19, 1:43 PM",2019,"8/16/20, 5:24 PM",Summer Salt,Indie Rock,11
Hood Gone Love It (feat. Kendrick Lamar),"7/14/16, 7:39 PM",2011,"3/6/18, 3:31 PM",Jay Rock,Hip-Hop/Rap,15
Hood Politics,"10/21/15, 9:19 PM",2015,"3/4/16, 10:15 PM",Kendrick Lamar,Rap,1
Hood Politics,"10/25/16, 3:57 PM",2015,"6/19/17, 3:12 PM",Kendrick Lamar,Hip-Hop/Rap,2
Hooked On a Feeling,"1/31/17, 1:01 PM",1973,"6/21/20, 6:33 PM",Blue Swede,Pop,97
Hope,"3/13/17, 10:55 AM",1992,"7/20/17, 10:33 AM",Sublime,Alternative,4
A Horse With No Name,"5/31/18, 11:45 AM",1971,"7/4/19, 9:11 PM",America,Rock,25
Hot (feat. Gunna),"1/24/20, 3:57 PM",2019,"6/16/20, 2:43 PM",Young Thug,Hip-Hop/Rap,12
Hot for Teacher,"8/15/17, 2:13 PM",1984,"1/15/20, 9:36 PM",Van Halen,Hard Rock,14
Hot N*gga,"12/2/16, 1:24 AM",2014,"1/22/17, 2:16 PM",Bobby Shmurda,Hip-Hop/Rap,2
Hotel California,"8/3/15, 9:36 PM",,"8/21/20, 8:06 PM",Eagles,,136
Hotline Bling,"8/3/15, 9:53 PM",2015,"1/14/17, 3:55 PM",Drake,Hip Hop/Rap,12
House Of Flying Daggers,"10/21/15, 8:55 PM",2009,,Raekwon,Rap,
"House of Flying Daggers (feat. Inspectah Deck, Ghostface Killah & Method Man)","10/25/16, 3:57 PM",2009,"9/11/17, 1:24 PM",Raekwon,Hip-Hop/Rap,1
The House of the Rising Sun,"3/5/17, 10:35 PM",1964,"7/31/19, 1:53 PM",The Animals,Rock,14
How Bout Now,"10/15/15, 5:34 PM",2015,"2/7/16, 2:31 AM",Drake,Rap,2
How High (Remix),"10/13/16, 11:52 PM",1995,"11/16/16, 10:03 PM",Method Man & Redman,Hip-Hop/Rap,4
How I Did It (Perfection),"10/16/15, 5:17 PM",2014,"7/10/16, 1:40 PM",Jeezy,Rap,2
How Many Mics,"3/26/20, 4:55 PM",1996,,Fugees,Hip-Hop/Rap,
How Many More Times,"2/24/19, 3:32 PM",1969,,Led Zeppelin,Rock,
How Much A Dollar Cost,"10/21/15, 9:19 PM",2015,"2/17/16, 2:52 PM",Kendrick Lamar,Rap,1
How Much a Dollar Cost (feat. James Fauntleroy & Ronald Isley),"10/25/16, 3:57 PM",2015,,Kendrick Lamar,Hip-Hop/Rap,
How We Do,"3/2/15, 11:53 PM",2005,"5/9/18, 5:18 PM",Game,Hip-Hop/Rap,17
How We Do (feat. 50 Cent),"3/3/15, 12:53 AM",2005,,The Game,Hip-Hop/Rap,
How We Roll,"4/15/19, 6:03 PM",1998,"9/16/19, 4:08 PM",Canibus,Hip-Hop/Rap,3
HUMBLE.,"4/13/17, 7:52 PM",2017,"12/9/19, 1:10 PM",Kendrick Lamar,Hip-Hop/Rap,63
Hundred,"5/2/19, 5:39 PM",2019,,Khalid,R&B/Soul,
Hunger and Thirst,"3/26/18, 3:49 PM",2013,"1/31/19, 11:18 AM",Typhoon,Alternative,9
Hungry for Heaven,"5/27/19, 12:57 PM",1985,,Dio,Metal,
Hungry Like the Wolf,"10/8/18, 1:32 AM",1982,"5/31/19, 1:21 PM",Duran Duran,Alternative,9
Hurt,"3/4/17, 7:42 PM",2002,"2/16/18, 12:13 PM",Johnny Cash,Country,3
Hurt a N***a Feelings,"5/26/17, 10:20 PM",2017,"5/31/17, 7:24 PM",Gucci Mane,Hip-Hop/Rap,5
Hussle & Motivate,"11/24/18, 2:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
Hustle Hard Remix (feat. Rick Ross & Lil Wayne),"9/22/16, 2:03 AM",2011,"11/18/16, 3:59 PM",Ace Hood,Hip-Hop/Rap,15
Hypnotize,"10/13/16, 11:01 PM",1997,"2/22/20, 3:24 PM",The Notorious B.I.G.,Soundtrack,40
Hysteria,"8/15/17, 1:14 PM",2003,"3/12/20, 11:58 AM",Muse,Alternative,27
Hyyerr,"10/15/15, 5:48 PM",2009,"10/15/15, 9:56 PM",Kid Cudi,Rap,1
Hyyerr,"10/25/16, 3:56 PM",2009,,Kid Cudi,Hip-Hop/Rap,1
I,"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
i,"10/21/15, 9:21 PM",2015,"4/20/16, 4:12 PM",Kendrick Lamar,Rap,2
I,"10/25/16, 3:57 PM",2014,,Kendrick Lamar,Hip-Hop/Rap,2
I Ain't Got Time!,"9/9/17, 10:44 AM",2017,,"Tyler, The Creator",Hip-Hop/Rap,
I Ain't No Joke,"5/11/20, 10:13 PM",1987,,Eric B. & Rakim,Hip-Hop/Rap,
I Ain't tha 1,"5/11/20, 10:15 PM",1988,,N.W.A.,Hip-Hop/Rap,
I Am,"2/23/18, 10:08 AM",2018,"2/24/18, 1:39 PM",Jorja Smith,Hip-Hop/Rap,1
I Be On (feat. 21 Savage),"12/2/16, 12:13 AM",2016,"10/26/17, 11:21 PM",YG,Hip-Hop/Rap,2
I Can,"12/1/16, 11:45 PM",2002,"12/9/16, 8:06 PM",Nas,Pop,4
I Can Help,"3/26/20, 4:56 PM",1974,,Billy Swan,Rock,
I Can See Clearly Now (Edit),"3/26/20, 4:56 PM",1972,"3/31/20, 2:38 PM",Johnny Nash,Rock,1
I Can't,"12/23/16, 12:58 AM",2016,"3/24/17, 2:46 PM",Gucci Mane,Hip-Hop/Rap,12
I Can't Explain,"4/9/18, 6:31 PM",1989,,Scorpions,Rock,
I Can't Go On Without You,"4/3/18, 5:19 PM",2016,"6/8/18, 9:04 PM",KALEO,Alternative,2
I Can't Quit You Baby,"2/24/19, 3:32 PM",1969,,Led Zeppelin,Rock,
I Could Have Been a Dreamer,"5/27/19, 12:57 PM",1987,,Dio,Metal,
I Don't Fuck With You,"7/6/15, 9:36 PM",,"10/8/15, 11:45 PM",Big Sean,,2
I Don't Like (feat. Lil Reese),"7/1/17, 11:10 PM",2012,"10/26/18, 10:52 PM",Chief Keef,Hip-Hop/Rap,22
I Fall Apart,"4/21/17, 10:52 PM",2016,"5/1/17, 11:34 PM",Post Malone,Hip-Hop/Rap,1
I Found You,"7/14/18, 9:42 PM",2012,"3/1/20, 12:46 PM",Alabama Shakes,Alternative,32
I Go Crazy (Single Version),"3/26/20, 4:56 PM",1977,,Paul Davis,Rock,
I Go to the Barn Because I Like the,"3/11/18, 8:47 PM",2006,"11/6/19, 9:20 PM",Band of Horses,Alternative,3
I Got 5 On It (feat. Michael Marshall),"10/14/16, 12:25 AM",1995,"8/11/20, 10:52 AM",Luniz,Hip-Hop/Rap,37
I Heard It Through the Grapevine,"2/7/17, 2:57 AM",1970,,Creedence Clearwater Revival,Rock,
(I Just) Died in Your Arms Tonight,"5/23/19, 10:58 AM",1986,"6/12/19, 2:32 PM",Cutting Crew,Rock,1
I Know There's Gonna Be (Good Times) [feat. Young Thug & Popcaan],"9/20/16, 11:42 PM",2015,"1/17/17, 9:27 PM",Jamie xx,Electronic,9
I Like It (Dillon Francis Remix),"8/12/18, 12:49 AM",2018,,"Cardi B, Bad Bunny & J Balvin",Dance,
I Love It,"7/6/15, 9:16 PM",,"3/10/18, 2:31 PM",Young Jeezy,,15
I Miss You,"1/6/15, 11:45 PM",,"11/23/17, 7:17 PM",Blink 182,,21
I Miss You,"11/4/19, 7:32 PM",2003,,blink-182,Rock,
I Put a Spell On You,"2/7/17, 2:57 AM",1968,"5/19/18, 2:12 PM",Creedence Clearwater Revival,Rock,2
I Remember (feat. Young Jeezy & Future),"5/31/17, 7:24 PM",2012,"3/7/18, 12:17 PM",The Game,Hip-Hop/Rap,1
I Walk the Line,"2/4/17, 9:59 PM",1956,"5/5/19, 10:43 PM",Johnny Cash,Country,15
I Want You Back,"1/30/17, 5:55 PM",1969,"3/12/20, 1:59 PM",Jackson 5,R&B/Soul,71
I Won't,"10/14/15, 9:18 PM",2004,"2/25/17, 6:10 PM",Akon,R&B/Soul,3
I Won't Back Down,"3/25/19, 8:18 PM",1989,,Tom Petty,Rock,
I Wonder,"10/15/15, 11:52 AM",2007,"9/18/18, 6:53 PM",Kanye West,Hip-Hop/Rap,26
I Wonder Why,"12/9/18, 9:09 PM",1959,"12/13/18, 4:36 PM",Dion & The Belmonts,Pop,1
i-drip-or-is,"7/14/19, 2:49 PM",2019,,Jaden,Hip-Hop/Rap,
I'd Rather Go Blind,"9/17/16, 3:24 PM",1967,"11/26/19, 3:32 PM",Etta James,Blues,24
I'll Be Missing You,"3/4/19, 6:30 PM",1997,"3/13/19, 4:36 PM",Puff Daddy & Faith Evans,R&B/Soul,3
I'll Be Missing You (feat. Faith Evans & 112),"2/19/14, 9:24 AM",1997,"9/9/18, 11:41 PM",Puff Daddy,Hip Hop/Rap,23
I'll Be Missing You (feat. Faith Evans & 112),"11/5/19, 11:48 PM",2014,,Puff Daddy,Hip-Hop/Rap,
I'll Fly Away,"10/15/15, 6:05 PM",2004,"10/9/16, 4:51 PM",Kanye West,Rap,21
I'll Fly Away,"10/25/16, 3:55 PM",2004,,Kanye West,Pop,21
I'm a Boss,"7/8/15, 10:37 PM",,"10/23/15, 9:24 PM",Meek Millz,,1
I'm a Boss,"7/8/15, 9:37 PM",,"10/23/15, 8:24 PM",Meek Millz,,1
I'm Bad,"4/22/20, 10:44 AM",1987,"4/25/20, 11:45 AM",LL Cool J,Pop,2
I'm Designer,"4/13/17, 7:57 PM",2007,"5/19/17, 3:02 PM",Queens of the Stone Age,Rock,1
I'm Different,"4/17/15, 12:10 PM",2012,"11/23/18, 12:35 PM",2 Chainz,Hip-Hop/Rap,18
I'm Drinking / Rum & Red Bull,"5/7/19, 7:52 PM",2011,,Beenie Man & Fambo,Reggae,
I'm Free (Heaven Helps the Man),"4/25/20, 11:47 AM",1984,"6/14/20, 2:01 PM",Kenny Loggins,Pop,2
I'm Gone,"10/16/15, 5:31 PM",2014,"12/27/15, 1:55 PM",Logic,Dance & House,2
I'm Not the Only One (feat. A$AP Rocky),"8/25/17, 9:31 PM",2014,"3/13/18, 5:37 PM",Sam Smith,Pop,1
I'm Shipping up to Boston,"12/25/18, 9:22 PM",2005,"12/27/18, 2:51 PM",Dropkick Murphys,Rock,1
I'm so Groovy,"3/10/17, 4:18 PM",2017,"3/30/17, 4:11 PM",Future,Hip-Hop/Rap,2
I'm Upset,"6/29/18, 9:45 AM",2018,"7/10/18, 10:06 PM",Drake,Hip-Hop/Rap,2
Ice Ice Baby,"5/8/12, 5:03 PM",1990,"8/10/15, 1:34 PM",Vanilla Ice,Hip Hop/Rap,2
Ice Melts (feat. Young Thug),"5/31/17, 1:58 AM",2017,,Drake,Hip-Hop/Rap,
If I Could Turn Back Time,"12/19/19, 3:04 PM",1989,"2/18/20, 2:29 PM",Cher,Pop,4
If I Ruled the World,"3/20/16, 11:20 AM",,"5/13/16, 10:40 AM",Nas,,1
If I Ruled the World (Imagine That) [feat. Lauryn Hill],"7/13/16, 11:50 AM",1996,"4/17/19, 9:59 AM",Nas,Hip-Hop/Rap,15
If It Ain't Ruff,"5/11/20, 10:15 PM",1988,,N.W.A.,Hip-Hop/Rap,
If It Wasn't for You,"10/19/17, 10:16 PM",2012,"2/14/19, 7:57 PM",Various Cruelties,Alternative,34
Ight (feat. Lil Pump),"9/22/18, 4:21 PM",2018,"12/26/18, 5:42 PM",Blac Youngsta,Hip-Hop/Rap,8
Ignition Remix,"10/12/15, 9:20 PM",,"5/7/18, 5:18 PM",R. Kelly,,18
"Il buono, il brutto, il cattivo (titoli)","5/3/18, 8:51 PM",1966,,Ennio Morricone,Soundtrack,
Immigrant Song,"1/31/17, 9:57 PM",1970,"3/15/20, 5:51 PM",Led Zeppelin,Rock,55
In My Dreams (Cudder Anthem),"10/15/15, 5:40 PM",2009,"10/16/15, 1:09 PM",Kid Cudi,Rap,1
In My Dreams (Cudder Anthem),"10/25/16, 3:56 PM",2009,,Kid Cudi,Hip-Hop/Rap,1
In My Feelings,"6/29/18, 9:45 AM",2018,"6/30/18, 6:04 PM",Drake,Hip-Hop/Rap,1
In the Aeroplane Over the Sea,"2/26/20, 2:04 PM",1998,"2/26/20, 2:08 PM",Neutral Milk Hotel,Pop,1
In the Air Tonight,"4/4/20, 8:39 PM",1981,,Phil Collins,Rock,
In the End,"3/14/17, 11:52 PM",1994,,Green Day,Alternative,
In the Mood,"3/30/20, 11:47 PM",1983,"4/8/20, 1:33 PM",Robert Plant,Rock,2
In Too Deep,"3/15/19, 1:21 AM",2001,"3/2/20, 2:51 PM",Sum 41,Alternative,4
In too Deep,"8/3/15, 10:37 PM",,"3/8/19, 8:32 PM",Sum 41,,43
In-A-Gadda-Da-Vida (2006 Remastered),"9/19/18, 12:39 AM",1968,,Iron Butterfly,Rock,
In-A-Gadda-Da-Vida (Single Version),"9/19/18, 1:39 AM",1968,"6/7/19, 10:06 AM",Iron Butterfly,Rock,1
Incredible,"7/17/17, 10:02 PM",2017,"8/8/17, 8:03 AM",Future,Hip-Hop/Rap,2
Inside Out,"10/2/18, 7:05 PM",1998,"2/3/20, 2:14 PM",Eve 6,Rock,21
Institutionalized,"10/21/15, 9:15 PM",2015,"2/9/16, 7:18 PM",Kendrick Lamar,Rap,1
"Institutionalized (feat. Bilal, Anna Wise & Snoop Dogg)","10/25/16, 3:57 PM",2015,,Kendrick Lamar,Hip-Hop/Rap,
Int'l Players Anthem (I Choose You) [UGK featuring OutKast],"3/3/15, 1:11 AM",2006,"7/12/20, 8:30 PM",UGK & UGK (Underground Kingz),Hip-Hop/Rap,48
Interlude (That's Love),"6/27/19, 10:32 PM",2013,,Chance the Rapper,Hip-Hop/Rap,
Into the Hollow,"4/13/17, 7:57 PM",2007,"4/29/17, 1:18 PM",Queens of the Stone Age,Rock,2
Into the Mystic,"4/15/20, 7:45 PM",1970,"6/25/20, 7:33 PM",Van Morrison,Rock,26
Intoxicated (feat. Deion),"10/15/15, 8:02 PM",2015,"11/1/15, 10:41 PM",The Game,Hip-Hop/Rap,1
Ironic,"8/20/19, 12:35 AM",1995,,Alanis Morissette,Alternative,
Is There Any Love,"10/15/15, 5:49 PM",2009,"6/2/19, 8:33 PM",Kid Cudi,Rap,3
Is There More,"6/29/18, 9:45 AM",2018,,Drake,Hip-Hop/Rap,
Island In the Sun,"2/26/17, 3:57 AM",2001,"1/25/19, 7:48 PM",Weezer,Rock,34
Island Song (Come Along with Me) [feat. Ashley Eriksson],"7/17/19, 11:47 PM",2018,"8/7/19, 11:54 AM",Adventure Time,Soundtrack,2
iSpy (feat. Lil Yachty),"6/3/17, 12:40 PM",2016,"10/14/18, 10:59 AM",KYLE,Hip-Hop/Rap,4
It Ain't Hard To Tell,"3/15/17, 12:04 AM",1994,"8/19/19, 5:42 PM",Nas,Hip-Hop/Rap,10
It Was a Good Day,"10/22/16, 11:23 AM",1992,"2/7/18, 4:33 PM",Ice Cube,Hip-Hop/Rap,3
It Was a Good Day,"9/26/18, 9:46 AM",1992,"6/18/19, 2:22 PM",Ice Cube,Hip-Hop/Rap,3
It Wasn't Me (feat. Ricardo Ducent),"5/7/18, 8:29 PM",2000,"8/15/20, 2:00 PM",Shaggy,Pop,55
It's A Raid (feat. Post Malone),"2/24/20, 10:58 AM",2020,,Ozzy Osbourne,Metal,
"It's a Vibe (feat. Ty Dolla $ign, Trey Songz & Jhené Aiko)","1/20/18, 12:02 AM",2017,"2/8/18, 1:46 PM",2 Chainz,Hip-Hop/Rap,4
It's Late,"4/2/19, 11:16 PM",1977,"5/26/19, 12:33 PM",Queen,Rock,8
It's Okay (One Blood),"6/18/17, 12:47 PM",2006,"4/16/19, 3:46 PM",Game,Hip-Hop/Rap,18
It's So Easy,"4/17/17, 1:59 PM",1987,"4/18/17, 4:39 PM",Guns N' Roses,Rock,2
It's So Hard to Say Goodbye to Yesterday,"4/24/15, 11:47 PM",2004,"5/8/19, 2:49 PM",Boyz II Men,R&B/Soul,40
It's the End of the World As We Know It (And I Feel Fine),"9/22/18, 2:09 AM",1987,"4/3/20, 6:23 PM",R.E.M.,Alternative,20
It's Tricky,"7/7/15, 11:48 PM",,"5/6/19, 12:01 AM",Run-D.M.C.,,2
Jack and Diane,"6/12/18, 11:56 PM",1982,"8/16/20, 1:26 PM",John Mellencamp,Rock,37
Jaded,"6/29/18, 9:45 AM",2018,"6/30/18, 6:15 PM",Drake,Hip-Hop/Rap,1
Jailhouse,"2/4/17, 7:30 AM",1996,"10/12/17, 6:00 PM",Sublime,Pop,5
January 28th,"10/21/15, 9:39 PM",2014,"1/12/16, 9:50 AM",J. Cole,Rap,1
January 28th,"11/1/16, 7:37 PM",2014,"2/19/17, 4:08 PM",J. Cole,Hip-Hop/Rap,3
JAPAN,"5/3/18, 8:57 PM",2018,"6/8/19, 7:18 PM",Famous Dex,Hip-Hop/Rap,5
Jeopardy,"10/8/19, 9:11 PM",1983,"12/18/19, 1:47 PM",Greg Kihn Band,Rock,1
Jerk It Out,"2/4/17, 7:54 AM",2003,"6/10/18, 6:16 PM",Caesars,Pop,4
Jessie's Girl,"3/30/18, 12:07 PM",1981,"5/5/19, 11:52 PM",Rick Springfield,Pop,10
Jesus Piece,"10/16/15, 6:25 PM",2012,"5/29/17, 6:17 PM",The Game Feat. Kanye West & Common,Rap,11
Jesus Piece (feat. Kanye West & Common),"5/31/17, 7:24 PM",2012,"9/4/18, 1:28 PM",The Game,Hip-Hop/Rap,25
Jesus Walks,"10/15/15, 6:06 PM",2004,"10/13/16, 5:09 PM",Kanye West,Rap,7
Jesus Walks,"9/24/19, 2:32 PM",2004,,Kanye West,Hip-Hop/Rap,
The Joker,"6/29/16, 11:11 PM",1973,"2/28/19, 5:52 PM",Steve Miller Band,Rock,45
Joker and the Thief,"5/20/18, 3:26 PM",2005,"10/2/19, 8:59 PM",Wolfmother,Hard Rock,23
Jonestown (Interlude),"5/7/18, 7:41 PM",2018,,Post Malone,Hip-Hop/Rap,
Jorja Interlude,"5/31/17, 1:58 AM",2017,,Drake,Hip-Hop/Rap,
Journey,"10/14/15, 9:18 PM",2004,,Akon,R&B/Soul,
Juice,"6/27/19, 10:32 PM",2013,,Chance the Rapper,Hip-Hop/Rap,
Juice,"7/6/15, 8:32 PM",,"1/16/19, 10:34 PM",Chance the Rapper,,48
Juicy,"7/3/16, 1:28 AM",1994,"5/16/20, 6:43 PM",The Notorious B.I.G.,Hip-Hop/Rap,70
Jump,"4/20/18, 3:03 PM",1983,"6/12/20, 4:04 PM",Van Halen,Hard Rock,56
Jump Around,"5/11/20, 10:22 PM",1992,,House of Pain,Hip-Hop/Rap,
Jumper,"5/19/20, 9:19 PM",1997,"5/29/20, 12:18 AM",Third Eye Blind,Alternative,1
Jumpin' Jack Flash,"3/15/19, 3:21 AM",1969,"3/15/20, 5:05 PM",The Rolling Stones,Rock,3
Jumpman,"3/30/18, 10:38 AM",2015,"5/15/19, 1:07 PM",Drake & Future,Hip-Hop/Rap,6
Jungle,"10/15/15, 5:33 PM",2015,"12/26/15, 9:50 PM",Drake,Rap,1
Jungle,"4/16/19, 5:34 PM",2016,"4/16/19, 1:07 PM",Tash Sultana,Alternative,1
Just a Friend,"12/2/16, 2:20 AM",1989,"6/10/19, 1:48 AM",Biz Markie,Hip-Hop/Rap,8
Just a Lil Bit,"7/6/15, 8:41 PM",,"2/10/18, 2:07 PM",50 Cent,,2
Just Another Day,"10/8/15, 9:28 PM",2015,"6/15/17, 1:38 PM",The Game,Hip Hop/Rap,4
Just Lose It,"10/29/15, 12:39 AM",2004,,Eminem,Rap,
Just Lose It,"10/25/16, 3:55 PM",2004,,Eminem,Hip-Hop/Rap,
Just One Look (Single / LP Version),"12/25/18, 10:31 AM",1963,"2/1/19, 1:55 PM",Doris Troy,R&B/Soul,2
Just Playing (Dreams),"6/30/17, 10:45 AM",2004,"6/10/18, 6:31 PM",The Notorious B.I.G.,Hip-Hop/Rap,2
Just what I am,"3/20/16, 10:22 AM",,"6/3/18, 9:22 PM",Kid Cudi,,23
Just What I Needed,"11/23/17, 8:01 PM",1978,"3/9/20, 7:58 PM",The Cars,Rock,75
K,"7/14/19, 2:49 PM",2019,,Jaden & Lido,Hip-Hop/Rap,
Kamikaze,"9/22/18, 12:19 AM",2018,"11/26/18, 4:35 PM",Eminem,Hip-Hop/Rap,3
Kashmir,"2/16/17, 1:57 PM",1975,"2/27/19, 4:24 PM",Led Zeppelin,Rock,8
Keep ya Head up,"10/12/15, 10:28 PM",,"4/22/16, 9:59 AM",Tupac,,6
Keep Ya Head Up,"6/29/16, 10:02 PM",1993,"2/20/18, 5:51 PM",2Pac,Hip-Hop/Rap,15
Keisha's Song (Her Pain) [feat. Ashtro Bot],"8/12/19, 11:16 AM",2011,"10/1/19, 3:11 PM",Kendrick Lamar,Hip-Hop/Rap,1
"Ken's Theme (From ""Street Fighter II"")","11/22/19, 2:03 PM",2014,"2/22/20, 3:12 PM",FamilyJules7x,Rock,32
Keyz 2 the City 2 (feat. TeeFlii),"11/24/18, 3:01 PM",2018,,Nipsey Hussle,Hip-Hop/Rap,
Kick Some Ass,"5/3/18, 8:54 PM",2001,"6/18/18, 6:40 PM",Stroke 9,Rock,1
